업종중분류명,지역명,비율
음식,경기도 파주시,39.2
쇼핑,경기도 파주시,17.8
기타관광,경기도 파주시,15.4
문화관광,경기도 파주시,11.3
레저스포츠,경기도 파주시,8.4
숙박,경기도 파주시,4.7
역사관광,경기도 파주시,1.9
자연관광,경기도 파주시,0.9
체험관광,경기도 파주시,0.3
