업종중분류명,지역명,비율
음식,광주광역시 광산구,53.4
기타관광,광주광역시 광산구,16.8
숙박,광주광역시 광산구,9.0
문화관광,광주광역시 광산구,8.7
쇼핑,광주광역시 광산구,8.3
레저스포츠,광주광역시 광산구,3.0
역사관광,광주광역시 광산구,0.4
자연관광,광주광역시 광산구,0.2
체험관광,광주광역시 광산구,0.1
