성/연령,지역명,비율
50대 남성,충청남도 아산시,11.9
30대 남성,충청남도 아산시,11.8
40대 남성,충청남도 아산시,11.6
20대 남성,충청남도 아산시,10.2
50대 여성,충청남도 아산시,8.5
40대 여성,충청남도 아산시,7.2
60대 남성,충청남도 아산시,7.2
20대 여성,충청남도 아산시,7.0
30대 여성,충청남도 아산시,6.9
60대 여성,충청남도 아산시,5.1
10대 여성,충청남도 아산시,3.2
10대 남성,충청남도 아산시,3.2
70대 이상 남성,충청남도 아산시,2.5
70대 이상 여성,충청남도 아산시,2.3
10대 미만 여성,충청남도 아산시,0.6
10대 미만 남성,충청남도 아산시,0.6
