기준연월,목적지 유형,목적지 검색량
202208,전체,691256
202208,숙박,33205
202208,음식,321762
202208,기타관광,88043
202208,문화관광,77270
202208,쇼핑,96565
202208,자연관광,7024
202208,역사관광,9718
202208,체험관광,1810
202208,레저스포츠,55859
