국가명,비율(%)
기타,23.63
일본,15.9
중국,13.43
미국,7.11
태국,6.48
베트남,5.45
인도네시아,4.14
독일,3.29
프랑스,2.92
싱가포르,2.44
필리핀,2.08
몽골,1.97
영국,1.8
인도,1.76
캐나다,1.53
대만,1.24
말레이시아,1.07
오스트레일리아,0.9
러시아,0.88
카자흐스탄,0.58
홍콩,0.49
사우디아라비아,0.44
튀르키예,0.29
아랍에미리트,0.1
멕시코,0.09
