업종중분류명,지역명,비율
쇼핑,인천광역시 미추홀구,38.3
음식,인천광역시 미추홀구,29.0
기타관광,인천광역시 미추홀구,17.4
문화관광,인천광역시 미추홀구,7.6
역사관광,인천광역시 미추홀구,3.9
숙박,인천광역시 미추홀구,1.7
레저스포츠,인천광역시 미추홀구,1.4
자연관광,인천광역시 미추홀구,0.7
