순위,관광지ID,업소명,분류
1,aaa87c86646f26fb6d2303ee3ca586a5,더티트렁크,카페/찻집
2,40a1fbfb5057863de6e260003c7d5998,버거킹파주야당역점,간이음식
3,fd7d8928be0215068795e554cf4f0bbf,레드브릿지,카페/찻집
4,c63dd07550fcb253cdcc0b6b46c4c771,스타벅스파주야당역점,카페/찻집
5,49f0135e7f9c9fb983305786120295df,스타벅스파주운정점,카페/찻집
6,301a49db5cb084ebe041ff2f59c5714f,청산어죽,한식
7,811c4126a326250620de2e3d5ae16643,폴콘파주본점,카페/찻집
8,a55248ebeba926e53528618f7ab6ac32,심학산도토리국수본점,한식
9,4b7575d2a64ea3473880fe1838b6f3e2,갈릴리농원본관,전문음식
10,f3dc5cd3046bf706ccef8ffc575b131b,커피공장103헤이리점,카페/찻집
11,f255cab9336d02381065a097816d5f14,가드너스,카페/찻집
12,95acd56ce59b557df4d1940dd740cd1a,라플란드,카페/찻집
13,ea338bb9f87e70dfcda107be605208a6,훈장골파주점,한식
14,096ec59e23009b0d50c60b4a3fda6a34,좋은날떡집,간이음식
15,62d7b588d14fe671dc7b24c6e05fcd61,내사랑동까스,전문음식
16,3ae3d535ac54cc1b4ae406963c4c3a33,카페8794,카페/찻집
17,f6e394726cd758459b5882f64c2c6337,금촌야식,한식
18,e1ad4bb422c4422e405c2b422b431707,브런치빈운정점,전문음식
19,9e8fe09e49aa3b5bd371ab3d2fdff7c7,르시랑스,카페/찻집
20,7ef609196aaa77b9e05661c4c3ced6c9,조은도너츠,간이음식
21,ff60878ce76ba222ffec402ec2429a12,버터킹빵공장,간이음식
22,f9a93a4fc062175e200f25c06373c532,언칼국수금촌본점,한식
23,4aef56b098e7250a15f9b0b00b8392a4,벙커힐파주점,전문음식
24,226f325a7b2e758117f6d8c3d12910f6,파베뉴,카페/찻집
25,c9acc7fb5a210fd8436a18acf26b0a63,파주돌짜장[중식],외국식
26,ebb2420d413fa8b9bb75802b554ca422,궁중영의정인절미떡집,간이음식
27,2323d47699cc1882afcfca3a67684074,FILLMOOD,카페/찻집
28,26921981a5fc301810ec16912467aaf5,스타벅스파주금릉역점,카페/찻집
28,77ba4aa5dfd8b476c1efc560c8bad941,아늑,카페/찻집
30,8388c44321d9e5659df7cee7807f10db,메주꽃[한식],한식
31,59f77746add04627f8f0895c5489fc78,평양손만두파주운정점,한식
32,af4f35cfdf6e6998842e33bf7a31330f,원조삼거리부대찌개,전문음식
33,9937912f9b69fd3801ca420f673c36a2,반구정나루터집,전문음식
34,67bed2bdc8ff02441344b37082edf397,교하정,한식
34,088fe4582c122099f82164a7fd11729f,신간짬뽕금촌점 [중식],외국식
36,801148329936c8cf1ed883837663aba9,오누테,카페/찻집
37,7046e3099bd4c3d0b249bed821f9d7c4,통일동산두부마을,전문음식
38,989a20b7320f274dbbc27a63dddc2d36,투썸플레이스파주봉일천점,카페/찻집
39,6aa807e94cfa04e6c490b1664472a63f,도미노피자파주운정점,간이음식
40,9108f498e83c548fa2d745f4d6b5a2f1,뇌조리국수집,한식
41,ef3d7596e0d90b9615d64f0481abefcb,타샤의정원[한식],한식
42,cbcf11a11d4483e4df3d13be179580c1,원조두지리매운탕본점,한식
42,2aa3609360bea13f635a5f7bf91ea318,무고레,한식
44,0fd354dbc0e1e8b44cd64761efa7d562,별난명태본점,한식
45,9e99cc6d7f013a4c714293da463b295f,으뜸착한낙지문산본점,전문음식
46,94fc69323655ba3886c65af82ffcb3d6,카페서,카페/찻집
46,658e5ce0616c78221ec181ba67ad3bc6,망향비빔국수파주점,한식
48,9378870ab59a6c1680f511fc321345f3,도미노피자파주교하점,간이음식
49,7f14a8a3a2dfc5f8a6e9f819be0dbdcd,운정골,한식
50,a50661623e52b9d46045b715166fcff8,회싸나이운정역점,전문음식
51,8abd20e849a08444ed3339238935e781,파주닭국수,한식
51,eaecebf3127012c84fc7822cf5b2be9c,심슨더스파이스,외국식
53,c3f68a85ba0e03b4f02a99e547908ddf,이차돌파주운정점,한식
54,47c47a450c637ee4492d34f30f206863,양평해장국방축점,한식
55,9a365285c5cef5010a2e613e614a8134,홍익돈까스파주금릉점,전문음식
55,b583ce0904a0e706d9fbe4f0fead33c6,문발리,카페/찻집
57,8c516b42af39ec2736aa93c2d459b888,브롯,전문음식
58,073f2c0b617431a6f5a68e8b2649683e,나정순할매쭈꾸미금촌본점,전문음식
58,31dad89ec91b513f8bbae9a37b8e42aa,콤마앤콤마,카페/찻집
60,64c19cf6fba50562b710d79738138805,커피식구,카페/찻집
60,737857df34f7b244b683799e660d9fd7,심학산장어,전문음식
62,4165cc34321753d0a2fd2abdab7f0ec9,밀밭식당,한식
63,e6ce3ea99bbf8c6ea1855aaaaa3676bb,개성손만두파주점,한식
63,f0e568310827fe14a476a06a095dcfe0,홍익돈까스파주운정점,전문음식
65,eb8b6403a89c7e78459ac8643888ff8b,효자관[중식],외국식
65,93369a122f2e7b1fd52b5ad9ebb4f875,버거킹금촌역점,간이음식
67,a5f56696708a431401b65152a5c46c15,파주뼈칼국수교하제면소,한식
68,86cedbcfdf0007b41b9adccb0805edee,카프리1995,전문음식
68,4dadd1c9700b53cc3022d2c0e204e6fb,옛날시골밥상[한식],한식
68,1ffda2dbefd704ecc11c40c1fd6b0c88,폴렌베이커리,간이음식
71,96b3759a49fc73efddf7c74ce0c88188,아이노스,카페/찻집
71,0786cf016ba88c5ada0e0b87e6526e8c,일산칼국수파주점,한식
71,f7ed8e249b1fc0a588e29b3b9dfac694,오아시스,외국식
74,d1cae4628d6d737dee9d2eece6703915,피자헛파주운정점,간이음식
74,ca766ec0aefdcdd74aa785e35ac4aa01,오야스미파주점,외국식
76,120484ff236a194fb95830dc6acd3bbf,잇탈리헤이리점,외국식
76,ba1853f8adde60916be6d183addabd76,금송아지파주점,한식
78,c7854514c1ab5d213113de0aca09eaf1,심학산뜨락,한식
78,ee1a0d56e766436beec174678b49d77b,삼고집파주점,한식
78,1cbb7831fd6c72632382e3e79e9a1fec,소플러스운정점,한식
81,81b25a02b5214a48d82639b623468077,푸라닭파주야당역점,간이음식
82,25420750cf30508cbc6d317863a65e58,임종호커피파주점,카페/찻집
83,ed679781767d0ec18e0c6d0c1793e695,촉촉베이커리,간이음식
84,af9a4563ff9e67a713ef89195891176a,장터원조국수집,한식
84,1e14df4a910071e7d5476894d039c67d,명륜진사갈비파주운정점,한식
