업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,142,154,-7.8,18169,10601,71.4
레저스포츠,825,496,66.3,18169,10601,71.4
문화관광,1002,452,121.7,18169,10601,71.4
쇼핑,7841,3769,108.0,18169,10601,71.4
숙박,279,117,138.5,18169,10601,71.4
역사관광,559,376,48.7,18169,10601,71.4
음식,7472,5229,42.9,18169,10601,71.4
자연관광,3,3,0.0,18169,10601,71.4
체험관광,46,5,820.0,18169,10601,71.4
