유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,간이음식,48.6,11.6
음식,외국식,48.6,9.2
음식,음식점기타,48.6,0.2
음식,전문음식,48.6,19.9
음식,카페/찻집,48.6,27.1
음식,한식,48.6,32.1
쇼핑,시장,21.2,2.3
쇼핑,쇼핑몰,21.2,95.0
쇼핑,기타쇼핑시설,21.2,2.8
기타관광,기타관광,10.9,100.0
문화관광,테마공원,8.6,6.0
문화관광,전시시설,8.6,4.6
문화관광,복합관광시설,8.6,7.6
문화관광,레저스포츠시설,8.6,4.1
문화관광,랜드마크관광,8.6,3.6
문화관광,도시공원,8.6,50.2
문화관광,기타문화관광지,8.6,4.6
문화관광,공연시설,8.6,19.2
레저스포츠,육상레저스포츠,5.4,92.5
레저스포츠,수상레저스포츠,5.4,6.2
레저스포츠,기타레저스포츠,5.4,1.3
숙박,캠핑,2.5,43.5
숙박,호텔,2.5,29.2
숙박,콘도미니엄,2.5,1.4
숙박,모텔,2.5,25.5
숙박,기타숙박,2.5,0.5
역사관광,종교성지,1.3,70.3
역사관광,역사유적지,1.3,29.2
역사관광,역사유물,1.3,0.5
자연관광,자연경관(산),1.2,61.1
자연관광,자연경관(하천/해양),1.2,9.2
자연관광,자연공원,1.2,29.8
체험관광,농/산/어촌체험,0.5,96.2
체험관광,웰니스관광,0.5,3.8
