기준연월,업종대분류명,소비액(천원)
202102,전체,8.7209239E7
202102,숙박업,619908.0
202102,여행업,10648.0
202102,운송업,1.0780426E7
202102,쇼핑업,4.8680177E7
202102,여가서비스업,5394497.0
202102,의료웰니스업,944431.0
202102,식음료업,2.0779151E7
