업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,160413.0
쇼핑업,레저용품쇼핑,4163.0
쇼핑업,기타관광쇼핑,53545.0
숙박업,호텔,660.0
숙박업,기타숙박,3498.0
식음료업,일반외식업,24867.0
식음료업,제과음료업,15358.0
여가서비스업,관광유원시설,518.0
여가서비스업,골프장,6780.0
여가서비스업,기타레저,1969.0
여가서비스업,문화서비스,513.0
운송업,육상운송,4749.0
의료웰니스업,의료관광,7106.0
의료웰니스업,뷰티,2171.0
