업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,55.8,2.1
쇼핑업,기타관광쇼핑,55.8,30.6
쇼핑업,대형쇼핑몰,55.8,67.2
숙박업,호텔,0.7,10.3
숙박업,캠핑장/펜션,0.7,6.1
숙박업,기타숙박,0.7,83.6
식음료업,일반외식업,23.8,81.0
식음료업,제과음료업,23.8,19.0
여가서비스업,관광유원시설,6.2,6.4
여가서비스업,골프장,6.2,69.2
여가서비스업,기타레저,6.2,15.5
여가서비스업,문화서비스,6.2,8.9
여행업,여행업,0.0,100.0
운송업,렌터카,12.4,0.1
운송업,육상운송,12.4,99.9
의료웰니스업,의료관광,1.1,13.7
의료웰니스업,뷰티,1.1,86.3
