기준연월,업종대분류명,소비액(천원)
202202,전체,8.017208E7
202202,숙박업,583336.0
202202,여행업,16245.0
202202,운송업,1.2491571E7
202202,쇼핑업,4.0273307E7
202202,여가서비스업,4277322.0
202202,의료웰니스업,865718.0
202202,식음료업,2.1664581E7
