업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,50.0,2.3
쇼핑업,기타관광쇼핑,50.0,34.3
쇼핑업,대형쇼핑몰,50.0,63.4
숙박업,호텔,1.0,14.8
숙박업,캠핑장/펜션,1.0,5.3
숙박업,기타숙박,1.0,79.9
식음료업,일반외식업,26.7,77.9
식음료업,제과음료업,26.7,22.1
여가서비스업,관광유원시설,5.9,3.4
여가서비스업,골프장,5.9,69.6
여가서비스업,기타레저,5.9,18.0
여가서비스업,문화서비스,5.9,9.1
여행업,여행업,0.0,100.0
운송업,렌터카,15.4,0.0
운송업,육상운송,15.4,100.0
의료웰니스업,의료관광,1.1,16.9
의료웰니스업,뷰티,1.1,83.1
