순위,분류,관련 키워드,언급건수
1,기타가족,가족,5242
2,친구,친구,3299
3,회사동료,직원,2725
4,연인,여자친구,1821
5,기타가족,엄마,1692
6,부모님,부모,1639
7,친구,친구들,1562
8,싱글,혼자,1521
9,기타가족,가정,1474
10,자녀,학생,1118
11,배우자,남편,1111
12,부모님,부모님,1094
13,친구,지인,949
14,연인,연인,892
15,회사동료,직원들,891
16,부모님,아빠,862
17,회사동료,대리,855
18,자녀,아들,848
19,연인,커플,772
20,연인,남자친구,766
21,자녀,자녀,754
22,자녀,청소년,705
23,기타가족,언니,673
24,기타가족,동생,646
25,부모님,아버지,629
26,기타가족,오빠,581
27,기타가족,이모,580
28,기타가족,장모,522
29,자녀,애들,502
30,연인,여친,433
31,학생,대학생,398
32,부모님,어머니,375
33,배우자,신랑,361
34,기타가족,형,351
35,회사동료,임원,339
36,회사동료,차장,335
37,학생,고딩,334
38,부모님,할머니,333
39,친구,프렌,307
40,싱글,혼자서,303
41,회사동료,동료,301
42,배우자,부인,280
43,기타가족,동서,273
44,배우자,아내,258
45,기타가족,막내,255
46,학생,초등학생,251
47,자녀,딸,217
48,기타가족,효자,208
49,연인,남친,204
50,부모님,할아버지,202
51,학생,고등학생,200
52,싱글,홀로,186
53,부모님,어머님,185
54,배우자,남편이랑,183
55,배우자,와이프,178
56,배우자,배우자,167
57,기타가족,조카,161
58,기타가족,누나,160
59,기타가족,장인,156
60,싱글,싱글,154
61,회사동료,부장,153
62,기타가족,남매,135
63,자녀,자식,134
64,배우자,신부,133
65,기타가족,패밀리,131
65,기타가족,식구,131
67,기타가족,형제,130
68,부모님,엄마아빠,128
69,부모님,엄빠,126
70,자녀,외동,113
71,학생,중학생,106
72,연인,애인,100
73,친구,칭구,97
74,회사동료,사원,96
74,기타가족,사촌,96
76,기타가족,손자,91
77,기타가족,친척,90
78,학생,초딩,89
79,자녀,장남,88
80,기타가족,온가족,79
81,기타가족,자매,78
82,연인,남친이,72
83,기타가족,형님,70
84,기타가족,시댁,68
85,부모님,아버님,64
85,배우자,서방,64
85,기타가족,이모님,64
88,학생,고3,62
89,친구,절친,60
90,부모님,아부지,59
90,싱글,나홀로,59
92,기타가족,여동생,58
93,기타가족,삼촌,57
94,부모님,장모님,56
94,싱글,나혼자,56
96,자녀,아드님,53
96,친구,동창,53
96,회사동료,직장동료,53
99,기타가족,고모,52
100,자녀,미성년자,50
101,자녀,우리아이,47
101,기타가족,며느리,47
103,부모님,아비,46
104,부모님,시부,45
104,기타가족,형부,45
106,자녀,딸아이,44
106,자녀,따님,44
108,부모님,친정엄마,42
109,기타가족,남동생,41
110,부모님,울엄마,36
111,기타가족,사위,33
111,부모님,시어머니,33
111,자녀,딸래미,33
114,기타가족,사촌동생,32
114,부모님,할매,32
116,기타가족,막둥이,31
116,자녀,우리애,31
116,기타가족,손녀,31
116,부모님,외할머니,31
120,자녀,딸램,29
121,연인,예랑,28
121,학생,중2,28
121,학생,중딩,28
121,부모님,모녀,28
125,기타가족,태아,27
125,학생,고2,27
125,부모님,시부모,27
128,부모님,시부모님,26
129,학생,중3,24
129,자녀,장녀,24
131,자녀,큰딸,23
132,학생,중1,22
132,자녀,우리딸,22
132,연인,남치니,22
135,자녀,딸내미,21
135,기타가족,차남,21
137,자녀,울애,20
137,자녀,맏아들,20
139,기타가족,손주,19
139,부모님,외할아버지,19
139,배우자,예랑이,19
139,학생,고삼,19
139,자녀,아들래미,19
144,자녀,워킹맘,18
145,기타가족,장손,17
145,부모님,할무니,17
145,자녀,큰아이,17
148,친구,룸메,16
148,자녀,울애기,16
148,부모님,조부모,16
148,자녀,우리아들,16
148,기타가족,처제,16
153,자녀,큰아들,15
153,부모님,할머님,15
153,부모님,어무니,15
156,부모님,할부지,14
156,기타가족,이모님들,14
156,부모님,시어머님,14
159,친구,베프,13
159,자녀,아들램,13
159,학생,초3,13
159,기타가족,친지,13
163,부모님,장인어른,12
163,배우자,집사람,12
163,자녀,우리아이들,12
163,기타가족,올케,12
167,배우자,예신,11
167,기타가족,사돈,11
167,부모님,할아부지,11
167,기타가족,효녀,11
167,학생,초6,11
167,부모님,친정아버지,11
167,배우자,남편님,11
174,부모님,시아버지,10
174,부모님,증조부,10
174,기타가족,시누,10
177,자녀,저희딸,9
177,부모님,할배,9
177,자녀,둘째아들,9
177,학생,초4,9
177,배우자,남표니,9
177,학생,초1,9
183,기타가족,외삼촌,8
183,학생,재수생,8
183,기타가족,울언니,8
183,자녀,울아들,8
183,자녀,큰애,8
183,부모님,엄니,8
189,부모님,시아버님,7
189,연인,예비신랑,7
189,회사동료,회사사람,7
189,기타가족,친정식구들,7
189,회사동료,여직원,7
189,기타가족,친정식구,7
189,부모님,시모,7
189,기타가족,숙부,7
189,연인,예비신부,7
198,배우자,와이프님,6
198,배우자,저희남편,6
198,자녀,첫째딸,6
198,부모님,친정어머니,6
198,자녀,아들내미,6
198,자녀,저희아이,6
198,연인,남친님,6
198,기타가족,시댁식구,6
198,기타가족,시댁식구들,6
198,자녀,우리애들,6
208,배우자,우리신랑,5
208,기타가족,시누이,5
208,기타가족,혈육,5
208,자녀,차녀,5
208,기타가족,새언니,5
208,학생,초5,5
208,부모님,시엄니,5
208,연인,썸남,5
208,자녀,첫째아이,5
208,친구,남사친,5
208,자녀,둘째딸,5
219,기타가족,시동생,4
219,자녀,삼둥이,4
219,배우자,남펴니,4
219,자녀,울아이,4
219,기타가족,가족모두,4
219,기타가족,육촌,4
219,자녀,둥이들,4
219,기타가족,손주들,4
219,배우자,애엄마,4
219,연인,썸녀,4
219,배우자,저희신랑,4
219,배우자,안사람,4
219,부모님,시엄마,4
232,연인,약혼녀,3
232,자녀,직장맘,3
232,배우자,마님,3
232,배우자,새색시,3
232,배우자,마눌님,3
