기준연월,동반유형명,언급건수
202212,기타가족,14834
202212,친구,6369
202212,부모님,6328
202212,회사동료,5765
202212,자녀,5193
202212,연인,5152
202212,배우자,2857
202212,싱글,2283
202212,학생,1646
