기준연월,1박,2박,3박,4박,5박,6박,7박이상,전체,전년 1박,전년 2박,전년 3박,전년 4박,전년 5박,전년 6박,전년 7박이상,전년 전체,전년 대비 1박 증감률,전년 대비 2박 증감률,전년 대비 3박 증감률,전년 대비 4박 증감률,전년 대비 5박 증감률,전년 대비 6박 증감률,전년 대비 7박이상 증감률,전년 대비 전체 증감률
202008,67.5,14.3,5.3,3.0,1.9,1.4,6.5,100.0,63.3,15.2,5.7,3.5,2.5,1.7,8.1,100.0,4.2,-0.9,-0.4,-0.5,-0.6,-0.3,-1.6,0.0
