업종중분류명,지역명,비율
음식,경상남도 김해시,48.1
쇼핑,경상남도 김해시,19.3
문화관광,경상남도 김해시,9.7
레저스포츠,경상남도 김해시,6.6
숙박,경상남도 김해시,6.0
기타관광,경상남도 김해시,4.3
자연관광,경상남도 김해시,3.6
역사관광,경상남도 김해시,2.3
체험관광,경상남도 김해시,0.3
