지표 코드,지표명,지표 순위값,지역명
1,방문자유입,51,남동구
2,숙박방문자 비율,63,남동구
3,체류시간,121,남동구
4,목적지 검색량,61,남동구
5,관광소비,39,남동구
1,방문자유입,36,시흥시
2,숙박방문자 비율,49,시흥시
3,체류시간,127,시흥시
4,목적지 검색량,24,시흥시
5,관광소비,19,시흥시
1,방문자유입,33,용인시 기흥구
2,숙박방문자 비율,72,용인시 기흥구
3,체류시간,154,용인시 기흥구
4,목적지 검색량,28,용인시 기흥구
5,관광소비,17,용인시 기흥구
1,방문자유입,39,파주시
2,숙박방문자 비율,56,파주시
3,체류시간,128,파주시
4,목적지 검색량,6,파주시
5,관광소비,21,파주시
