성/연령,지역명,비율
20대 남성,강원특별자치도 고성군,13.2
40대 남성,강원특별자치도 고성군,10.4
50대 남성,강원특별자치도 고성군,10.3
30대 남성,강원특별자치도 고성군,8.4
50대 여성,강원특별자치도 고성군,8.3
40대 여성,강원특별자치도 고성군,8.2
60대 남성,강원특별자치도 고성군,8.2
30대 여성,강원특별자치도 고성군,7.4
60대 여성,강원특별자치도 고성군,5.9
20대 여성,강원특별자치도 고성군,5.6
10대 남성,강원특별자치도 고성군,4.1
10대 여성,강원특별자치도 고성군,3.1
70대 이상 남성,강원특별자치도 고성군,2.9
70대 이상 여성,강원특별자치도 고성군,2.3
10대 미만 남성,강원특별자치도 고성군,0.9
10대 미만 여성,강원특별자치도 고성군,0.9
