지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,1053.0,2.97
41113,수원시 권선구,1223.0,2.91
41115,수원시 팔달구,750.0,2.69
41117,수원시 영통구,1101.0,3.03
41131,성남시 수정구,1183.0,2.98
41133,성남시 중원구,1264.0,2.81
41135,성남시 분당구,1060.0,3.12
41150,의정부시,1641.0,2.98
41171,안양시 만안구,1151.0,2.9
41173,안양시 동안구,1241.0,3.01
41190,부천시,1496.0,3.02
41210,광명시,866.0,2.91
41220,평택시,2458.0,3.07
41250,동두천시,1410.0,2.86
41271,안산시 상록구,1717.0,2.95
41273,안산시 단원구,1239.0,2.8
41281,고양시 덕양구,1005.0,3.0
41285,고양시 일산동구,1010.0,3.04
41287,고양시 일산서구,1027.0,2.99
41290,과천시,758.0,2.98
41310,구리시,724.0,2.91
41360,남양주시,1373.0,2.94
41370,오산시,1566.0,3.0
41390,시흥시,1324.0,2.95
41410,군포시,1310.0,2.98
41430,의왕시,757.0,2.89
41450,하남시,881.0,3.01
41461,용인시 처인구,1215.0,2.83
41463,용인시 기흥구,1227.0,3.05
41465,용인시 수지구,1421.0,3.07
41480,파주시,1320.0,2.9
41500,이천시,1345.0,2.99
41550,안성시,1107.0,2.87
41570,김포시,1473.0,2.99
41590,화성시,1650.0,2.92
41610,광주시,1156.0,2.96
41630,양주시,1189.0,2.81
41650,포천시,1289.0,2.54
41670,여주시,1121.0,2.74
41800,연천군,1341.0,2.61
41820,가평군,1092.0,2.29
41830,양평군,937.0,2.5
