업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,82,78,5.1,14297,12014,19.0
레저스포츠,234,149,57.0,14297,12014,19.0
문화관광,1413,1093,29.3,14297,12014,19.0
쇼핑,1585,1487,6.6,14297,12014,19.0
숙박,705,424,66.3,14297,12014,19.0
역사관광,75,91,-17.6,14297,12014,19.0
음식,10176,8672,17.3,14297,12014,19.0
자연관광,12,18,-33.3,14297,12014,19.0
체험관광,15,2,650.0,14297,12014,19.0
