업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,2674,3487,-23.3,21625,20394,6.0
레저스포츠,937,788,18.9,21625,20394,6.0
문화관광,2230,2397,-7.0,21625,20394,6.0
쇼핑,3952,4219,-6.3,21625,20394,6.0
숙박,826,817,1.1,21625,20394,6.0
역사관광,322,419,-23.2,21625,20394,6.0
음식,10355,7882,31.4,21625,20394,6.0
자연관광,219,305,-28.2,21625,20394,6.0
체험관광,110,80,37.5,21625,20394,6.0
