업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,61,101,-39.6,15410,13476,14.4
레저스포츠,339,411,-17.5,15410,13476,14.4
문화관광,896,579,54.7,15410,13476,14.4
쇼핑,7340,7060,4.0,15410,13476,14.4
숙박,205,193,6.2,15410,13476,14.4
역사관광,385,482,-20.1,15410,13476,14.4
음식,6119,4598,33.1,15410,13476,14.4
자연관광,3,2,50.0,15410,13476,14.4
체험관광,62,50,24.0,15410,13476,14.4
