업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,2658,3290,-19.2,27506,24549,12.0
레저스포츠,942,778,21.1,27506,24549,12.0
문화관광,2463,2435,1.1,27506,24549,12.0
쇼핑,4834,4789,0.9,27506,24549,12.0
숙박,867,886,-2.1,27506,24549,12.0
역사관광,404,427,-5.4,27506,24549,12.0
음식,14909,11488,29.8,27506,24549,12.0
자연관광,285,366,-22.1,27506,24549,12.0
체험관광,144,90,60.0,27506,24549,12.0
