업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
레저스포츠,70,51,37.3,12334,10806,14.1
문화관광,1657,1108,49.5,12334,10806,14.1
쇼핑,1867,1536,21.5,12334,10806,14.1
숙박,743,610,21.8,12334,10806,14.1
역사관광,1,6,-83.3,12334,10806,14.1
음식,7944,7421,7.0,12334,10806,14.1
자연관광,40,45,-11.1,12334,10806,14.1
체험관광,12,29,-58.6,12334,10806,14.1
