기준연월,동반유형명,언급건수
202210,기타가족,14576
202210,친구,7307
202210,자녀,6979
202210,부모님,6304
202210,회사동료,5817
202210,배우자,3291
202210,싱글,3008
202210,연인,2411
202210,학생,1295
