업종중분류명,지역명,비율
음식,경기도 파주시,34.4
기타관광,경기도 파주시,21.1
쇼핑,경기도 파주시,18.3
문화관광,경기도 파주시,11.1
레저스포츠,경기도 파주시,8.8
숙박,경기도 파주시,2.9
역사관광,경기도 파주시,1.8
자연관광,경기도 파주시,1.5
체험관광,경기도 파주시,0.2
