업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,116,99,17.2,16201,23305,-30.5
레저스포츠,1051,1006,4.5,16201,23305,-30.5
문화관광,1756,1236,42.1,16201,23305,-30.5
쇼핑,378,9011,-95.8,16201,23305,-30.5
숙박,355,309,14.9,16201,23305,-30.5
역사관광,707,786,-10.1,16201,23305,-30.5
음식,11740,10806,8.6,16201,23305,-30.5
자연관광,35,6,483.3,16201,23305,-30.5
체험관광,63,46,37.0,16201,23305,-30.5
