업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,6564,7184,-8.6,32492,38079,-14.7
레저스포츠,4146,3755,10.4,32492,38079,-14.7
문화관광,4672,4372,6.9,32492,38079,-14.7
쇼핑,343,7182,-95.2,32492,38079,-14.7
숙박,1333,1284,3.8,32492,38079,-14.7
역사관광,1103,1055,4.5,32492,38079,-14.7
음식,12933,11827,9.4,32492,38079,-14.7
자연관광,1085,1158,-6.3,32492,38079,-14.7
체험관광,313,262,19.5,32492,38079,-14.7
