업종중분류명,업체명,방문자수,순위
음식,스타벅스/파주야당DT점,33.0,1
음식,평양손만두/파주운정점,20.0,2
음식,뮌스터담,20.0,3
음식,앤드테라스/파주점,18.0,4
음식,라플란드,16.0,5
음식,곤트란쉐리에/파주점,14.0,6
음식,키누카누/파주야당점,13.0,7
음식,훈장골/파주점,12.0,8
음식,심학산장어,10.0,9
음식,레드파이프,10.0,10
쇼핑,신세계프리미엄아울렛/파주점,384.0,1
쇼핑,롯데프리미엄아울렛/파주점,358.0,2
쇼핑,이마트/파주운정점,107.0,3
쇼핑,홈플러스/파주운정점,82.0,4
쇼핑,홈플러스/파주문산점,12.0,5
쇼핑,운정가구타운,10.0,6
쇼핑,이마트/파주점,9.0,7
쇼핑,금촌전통시장,6.0,8
쇼핑,광탄경매시장,4.0,9
쇼핑,법원시장,1.0,10
문화관광,운정호수공원,44.0,1
문화관광,평화누리,22.0,2
문화관광,퍼스트가든,19.0,3
문화관광,CGV/파주야당,14.0,4
문화관광,메가박스/파주운정,8.0,5
문화관광,콰트로박스,8.0,6
문화관광,하니랜드,7.0,7
문화관광,오두산통일전망대,5.0,8
문화관광,운정건강공원,5.0,9
문화관광,키키키즈카페/본점,4.0,10
