국가명,비율(%)
기타,26.95
중국,23.09
미국,9.01
필리핀,7.97
인도네시아,7.23
베트남,4.53
인도,3.71
독일,3.34
러시아,2.13
태국,1.98
싱가포르,1.93
일본,1.76
캐나다,1.11
영국,1.06
몽골,0.97
프랑스,0.89
말레이시아,0.87
튀르키예,0.49
카자흐스탄,0.42
대만,0.25
멕시코,0.15
사우디아라비아,0.1
아랍에미리트,0.05
홍콩,0.02
