기준연월,목적지 유형,목적지 검색량
202112,전체,481999
202112,숙박,25608
202112,음식,212267
202112,기타관광,66028
202112,쇼핑,92651
202112,문화관광,48367
202112,역사관광,6169
202112,자연관광,2896
202112,체험관광,1373
202112,레저스포츠,26640
