기준연월,목적지 유형,목적지 검색량
202005,전체,582301
202005,숙박,20543
202005,음식,206039
202005,기타관광,106173
202005,문화관광,64934
202005,쇼핑,114777
202005,자연관광,7756
202005,역사관광,10388
202005,체험관광,1614
202005,레저스포츠,50077
