국가명,비율(%)
기타,31.78
중국,24.96
미국,9.35
인도네시아,6.48
베트남,5.22
독일,4.93
필리핀,3.61
러시아,3.27
인도,2.52
일본,1.95
태국,1.55
캐나다,1.49
영국,1.26
말레이시아,0.46
프랑스,0.29
오스트레일리아,0.29
튀르키예,0.17
대만,0.11
몽골,0.11
카자흐스탄,0.06
싱가포르,0.06
멕시코,0.06
아랍에미리트,0.0
사우디아라비아,0.0
홍콩,0.0
