순위,분류,관련 키워드,언급건수
1,기타가족,가족,3260
2,친구,친구,2834
3,회사동료,직원,1618
4,친구,지인,1523
5,기타가족,엄마,1326
6,친구,친구들,1233
7,싱글,혼자,984
8,부모님,부모,951
9,기타가족,가정,909
10,배우자,남편,898
11,부모님,부모님,688
12,회사동료,대리,599
13,부모님,아부지,595
14,부모님,할아부지,565
15,자녀,학생,546
16,자녀,아들,521
17,부모님,아빠,511
18,배우자,신랑,483
19,기타가족,동생,471
20,연인,연인,465
21,연인,커플,457
22,기타가족,언니,409
23,자녀,애들,367
24,자녀,자녀,359
25,기타가족,오빠,358
26,회사동료,직원들,353
27,부모님,어머니,345
28,자녀,청소년,322
29,싱글,혼자서,294
30,기타가족,동서,279
31,기타가족,이모,240
32,학생,초등학생,236
33,부모님,할머니,226
34,연인,남자친구,224
35,배우자,아내,219
36,기타가족,조카,216
37,기타가족,식구,208
38,회사동료,부장,203
39,부모님,아버지,201
40,회사동료,동료,176
41,기타가족,장인,174
42,부모님,어머님,167
43,싱글,홀로,160
44,배우자,부인,146
45,회사동료,임원,145
46,기타가족,효자,141
47,연인,남친,136
48,배우자,남편이랑,131
49,자녀,딸,130
50,친구,프렌,127
51,기타가족,형제,117
52,학생,대학생,116
53,배우자,와이프,113
53,싱글,싱글,113
55,부모님,아버님,110
56,부모님,할아버지,104
57,연인,여자친구,103
58,기타가족,패밀리,99
58,기타가족,막내,99
60,기타가족,형,90
61,학생,중학생,88
62,기타가족,자매,83
62,기타가족,친척,83
64,기타가족,시댁,81
65,학생,고등학생,75
65,기타가족,온가족,75
65,부모님,시부,75
68,기타가족,사촌,73
69,자녀,자식,71
69,배우자,신부,71
71,친구,절친,69
72,기타가족,이모님,68
73,학생,중1,65
74,부모님,친정엄마,62
74,부모님,엄마아빠,62
76,학생,초딩,60
77,부모님,엄빠,58
78,부모님,아비,56
79,기타가족,누나,55
80,친구,동창,54
81,기타가족,장모,53
82,기타가족,삼촌,52
83,기타가족,형님,51
83,연인,남친이,51
85,학생,중2,49
86,자녀,장남,46
87,싱글,나홀로,44
87,자녀,딸아이,44
89,회사동료,사원,43
90,자녀,워킹맘,42
91,자녀,우리딸,41
92,기타가족,고모,38
92,부모님,시부모,38
94,부모님,모녀,37
95,자녀,딸램,35
95,기타가족,여동생,35
95,기타가족,손자,35
95,부모님,시부모님,35
99,연인,애인,34
99,연인,여친,34
99,자녀,우리아이,34
102,기타가족,친지,33
103,친구,칭구,32
104,기타가족,사위,31
105,자녀,아드님,30
105,자녀,따님,30
105,기타가족,시누,30
105,배우자,배우자,30
109,기타가족,남매,29
110,기타가족,남동생,28
111,기타가족,사촌동생,27
111,학생,중3,27
111,학생,고3,27
111,기타가족,시누이,27
111,부모님,외할머니,27
116,기타가족,태아,26
116,기타가족,형부,26
116,부모님,장모님,26
116,싱글,나혼자,26
120,배우자,집사람,25
121,배우자,서방,24
122,기타가족,며느리,23
122,부모님,시어머니,23
124,배우자,남편님,22
125,회사동료,차장,20
125,기타가족,이모님들,20
127,자녀,장녀,19
127,기타가족,친정식구,19
129,기타가족,손주,18
129,자녀,아들램,18
129,배우자,남푠,18
129,연인,예랑,18
133,자녀,딸래미,17
133,자녀,큰애,17
133,기타가족,친정식구들,17
136,자녀,미성년자,16
136,부모님,엄니,16
138,기타가족,손녀,15
139,배우자,예신,14
139,자녀,외동,14
139,배우자,마눌,14
139,자녀,큰아이,14
139,자녀,우리아이들,14
139,배우자,예랑이,14
139,학생,고삼,14
139,부모님,시어머님,14
147,친구,베프,13
147,자녀,큰딸,13
147,부모님,할매,13
147,학생,고딩,13
147,부모님,시모,13
147,자녀,딸내미,13
147,배우자,남펴니,13
154,자녀,큰아들,12
154,부모님,할멈,12
