순위,분류,관련 키워드,언급건수
1,기타,투어,846
2,휴식/힐링,힐링,738
3,휴식/힐링,나들이,690
4,레포츠,빠지,616
5,레포츠,캠핑,265
6,레포츠,등산,194
7,레포츠,낚시,154
8,기타,데이트코스,134
9,레포츠,스키,111
10,레포츠,레저,89
11,기타,해외여행,85
12,휴식/힐링,휴양,53
13,레포츠,산행,52
14,미식,카페투어,51
14,기타,답사,51
16,미식,먹부림,47
17,휴식/힐링,호캉스,43
18,휴식/힐링,즐길거리,42
19,휴식/힐링,생태관광,40
20,휴식/힐링,드라이브코스,34
21,레포츠,패러글라이딩,29
22,레포츠,트레킹,28
22,레포츠,프리다이빙,28
24,레포츠,ssi,27
24,휴식/힐링,테라피,27
26,레포츠,글램핑,26
26,레포츠,스노쿨링,26
28,휴식/힐링,겨울여행,25
29,레포츠,카약,23
29,미식,바베큐파티,23
31,레포츠,스킨스쿠버,21
31,레포츠,스쿠버,21
31,레포츠,오토캠핑,21
31,휴식/힐링,피크닉,21
35,체험,딸기체험,20
35,미식,맛집탐방,20
37,레포츠,오픈워터,19
37,레포츠,스킨다이빙,19
37,레포츠,스노클링,19
40,체험,수확체험,18
40,휴식/힐링,재충전,18
42,휴식/힐링,불멍,17
43,레포츠,레포츠,16
43,휴식/힐링,일광욕,16
45,휴식/힐링,신혼여행,14
46,체험,도자기체험,13
47,기타,제주도여행,12
47,휴식/힐링,야영,12
49,레포츠,수상레저,11
50,기타,세계여행,10
50,미식,빵지순례,10
52,레포츠,클라이밍,9
52,기타,추억여행,9
54,레포츠,바다낚시,8
54,레포츠,짚라인,8
54,체험,곤충체험,8
54,미식,고기파티,8
54,미식,맛집투어,8
54,체험,전통놀이체험,8
54,체험,생태체험,8
61,레포츠,서핑,7
61,기타,자유여행,7
61,레포츠,트래킹,7
64,레포츠,캠프파이어,6
64,체험,목공체험,6
64,체험,동물먹이체험,6
64,레포츠,레저스포츠,6
64,체험,수학여행,6
64,레포츠,오프로드,6
64,휴식/힐링,힐링여행,6
71,기타,부산여행,5
71,레포츠,차박,5
71,휴식/힐링,허니문,5
71,기타,테마여행,5
71,기타,제주여행,5
71,레포츠,골프투어,5
71,휴식/힐링,가을여행,5
71,체험,동물먹이주기체험,5
79,레포츠,감성캠핑,4
79,기타,배낭여행,4
79,레포츠,산악자전거,4
79,레포츠,캠핑족,4
79,휴식/힐링,농촌여행,4
79,기타,일본여행,4
79,체험,vr체험,4
79,기타,기차여행,4
79,체험,민속놀이체험,4
79,레포츠,게이트볼,4
79,레포츠,수상스포츠,4
79,레포츠,스노우보드,4
79,레포츠,백패킹,4
79,레포츠,하이킹,4
79,체험,시티투어,4
79,레포츠,루어낚시,4
95,레포츠,캠핑여행,3
95,체험,농촌체험,3
95,기타,데이트스냅,3
95,체험,물레체험,3
95,체험,쿠킹클래스,3
95,휴식/힐링,태교여행,3
95,기타,유럽여행,3
95,체험,족욕체험,3
103,체험,동물체험,2
103,체험,숲체험,2
103,체험,향수만들기,2
103,체험,토끼먹이주기체험,2
103,체험,갯벌체험,2
103,체험,먹이주기체험,2
103,체험,템플스테이,2
103,레포츠,민물낚시,2
103,미식,빵투어,2
103,체험,낚시체험,2
103,휴식/힐링,감성여행,2
103,레포츠,스킨스쿠버다이빙,2
103,기타,자전거여행,2
103,레포츠,캠프닉,2
103,체험,야경투어,2
103,체험,요리체험,2
103,미식,먹방여행,2
103,체험,승마체험,2
103,휴식/힐링,크루즈여행,2
103,레포츠,스카이다이빙,2
103,체험,귤체험,2
124,기타,동남아여행,1
124,기타,패키지여행,1
124,레포츠,낚시여행,1
124,체험,악기체험,1
124,기타,도보여행,1
124,체험,숙박체험,1
124,휴식/힐링,스테이케이션,1
124,레포츠,번지점프,1
124,레포츠,암벽등반,1
124,미식,삼겹살파티,1
124,체험,버스투어,1
124,체험,카약체험,1
124,휴식/힐링,북캉스,1
124,휴식/힐링,숲캉스,1
124,휴식/힐링,시골여행,1
124,레포츠,수상레져,1
124,체험,한복체험,1
124,레포츠,트레일러닝,1
124,미식,와이너리투어,1
124,체험,루지체험,1
124,휴식/힐링,낭만여행,1
124,휴식/힐링,온천여행,1
124,레포츠,써핑,1
124,레포츠,견지낚시,1
124,레포츠,서바이벌게임,1
124,체험,교복체험,1
124,체험,증강현실체험,1
124,휴식/힐링,몰캉스,1
124,휴식/힐링,근교여행,1
124,기타,도시여행,1
124,레포츠,naui,1
124,레포츠,글라이더,1
124,레포츠,씨워킹,1
124,레포츠,카라반캠핑,1
124,체험,동굴체험,1
124,레포츠,캠핑라이프,1
124,레포츠,padi,1
124,휴식/힐링,우정여행,1
124,기타,중국여행,1
124,체험,공예체험,1
124,체험,미술체험,1
124,기타,스탬프투어,1
124,레포츠,원스키,1
124,체험,놀이체험,1
124,기타,역사여행,1
124,레포츠,rving,1
124,레포츠,래프팅,1
124,레포츠,수상스키,1
124,체험,씨티투어,1
124,체험,원예체험,1
124,휴식/힐링,노을뷰,1
124,레포츠,해양레저,1
124,휴식/힐링,즉흥여행,1
124,레포츠,스케이트보드,1
124,레포츠,스쿼시,1
