업종중분류명,지역명,비율
음식,전라남도 순천시,37.1
기타관광,전라남도 순천시,26.1
역사관광,전라남도 순천시,7.4
쇼핑,전라남도 순천시,7.4
숙박,전라남도 순천시,7.2
문화관광,전라남도 순천시,6.0
레저스포츠,전라남도 순천시,5.2
자연관광,전라남도 순천시,3.5
체험관광,전라남도 순천시,0.1
