지표 코드,지표명,지표 순위값,지역명
1,방문자유입,46,유성구
2,숙박방문자 비율,40,유성구
3,체류시간,77,유성구
4,목적지 검색량,30,유성구
5,관광소비,11,유성구
1,방문자유입,33,용인시 기흥구
2,숙박방문자 비율,67,용인시 기흥구
3,체류시간,146,용인시 기흥구
4,목적지 검색량,25,용인시 기흥구
5,관광소비,19,용인시 기흥구
1,방문자유입,30,파주시
2,숙박방문자 비율,42,파주시
3,체류시간,156,파주시
4,목적지 검색량,2,파주시
5,관광소비,16,파주시
1,방문자유입,34,김포시
2,숙박방문자 비율,41,김포시
3,체류시간,117,김포시
4,목적지 검색량,16,김포시
5,관광소비,20,김포시
