업종중분류명,지역명,비율
음식,충청북도 청주시 청원구,44.6
기타관광,충청북도 청주시 청원구,22.8
문화관광,충청북도 청주시 청원구,12.6
숙박,충청북도 청주시 청원구,8.1
레저스포츠,충청북도 청주시 청원구,6.7
역사관광,충청북도 청주시 청원구,2.5
쇼핑,충청북도 청주시 청원구,1.4
자연관광,충청북도 청주시 청원구,1.3
체험관광,충청북도 청주시 청원구,0.0
