성/연령,지역명,비율
50대 남성,대구광역시 달성군,11.7
40대 남성,대구광역시 달성군,10.8
30대 남성,대구광역시 달성군,10.4
50대 여성,대구광역시 달성군,9.9
20대 남성,대구광역시 달성군,8.5
60대 남성,대구광역시 달성군,8.1
40대 여성,대구광역시 달성군,8.0
30대 여성,대구광역시 달성군,7.4
20대 여성,대구광역시 달성군,6.0
60대 여성,대구광역시 달성군,5.8
10대 남성,대구광역시 달성군,3.4
10대 여성,대구광역시 달성군,3.4
70대 이상 남성,대구광역시 달성군,2.4
70대 이상 여성,대구광역시 달성군,2.2
10대 미만 여성,대구광역시 달성군,1.0
10대 미만 남성,대구광역시 달성군,1.0
