업종중분류명,지역명,비율
기타관광,충청남도 논산시,30.1
음식,충청남도 논산시,29.9
문화관광,충청남도 논산시,8.2
레저스포츠,충청남도 논산시,6.6
자연관광,충청남도 논산시,6.5
역사관광,충청남도 논산시,6.3
숙박,충청남도 논산시,6.1
쇼핑,충청남도 논산시,5.5
체험관광,충청남도 논산시,0.7
