지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,841.0,2.85
41113,수원시 권선구,1143.0,2.87
41115,수원시 팔달구,634.0,2.6
41117,수원시 영통구,868.0,2.93
41131,성남시 수정구,881.0,2.87
41133,성남시 중원구,1042.0,2.71
41135,성남시 분당구,872.0,3.02
41150,의정부시,1356.0,2.89
41171,안양시 만안구,952.0,2.82
41173,안양시 동안구,1070.0,2.95
41190,부천시,1248.0,2.93
41210,광명시,773.0,2.84
41220,평택시,2387.0,3.01
41250,동두천시,1316.0,2.8
41271,안산시 상록구,1517.0,2.9
41273,안산시 단원구,1106.0,2.65
41281,고양시 덕양구,1011.0,2.96
41285,고양시 일산동구,881.0,2.91
41287,고양시 일산서구,848.0,2.9
41290,과천시,628.0,3.09
41310,구리시,684.0,2.87
41360,남양주시,1559.0,2.97
41370,오산시,1286.0,2.93
41390,시흥시,1296.0,2.9
41410,군포시,1147.0,2.92
41430,의왕시,601.0,2.8
41450,하남시,819.0,2.95
41461,용인시 처인구,1206.0,2.74
41463,용인시 기흥구,1029.0,2.98
41465,용인시 수지구,1183.0,2.96
41480,파주시,1316.0,2.85
41500,이천시,1539.0,2.97
41550,안성시,1050.0,2.78
41570,김포시,1361.0,2.95
41590,화성시,1466.0,2.87
41610,광주시,1722.0,3.14
41630,양주시,1343.0,2.88
41650,포천시,1371.0,2.59
41670,여주시,1296.0,2.77
41800,연천군,1367.0,2.6
41820,가평군,1374.0,2.31
41830,양평군,1361.0,2.58
