지표 코드,지표명,지표 순위값,지역명
1,방문자유입,35,파주시
2,숙박방문자 비율,46,파주시
3,체류시간,154,파주시
4,목적지 검색량,4,파주시
5,관광소비,15,파주시
1,방문자유입,79,안성시
2,숙박방문자 비율,114,안성시
3,체류시간,173,안성시
4,목적지 검색량,41,안성시
5,관광소비,56,안성시
1,방문자유입,30,김포시
2,숙박방문자 비율,36,김포시
3,체류시간,89,김포시
4,목적지 검색량,16,김포시
5,관광소비,16,김포시
1,방문자유입,121,여주시
2,숙박방문자 비율,146,여주시
3,체류시간,203,여주시
4,목적지 검색량,25,여주시
5,관광소비,29,여주시
