성/연령,지역명,비율
50대 남성,충청남도 서산시,13.7
40대 남성,충청남도 서산시,11.6
30대 남성,충청남도 서산시,10.1
20대 남성,충청남도 서산시,9.3
50대 여성,충청남도 서산시,9.2
40대 여성,충청남도 서산시,7.7
60대 남성,충청남도 서산시,7.7
20대 여성,충청남도 서산시,5.9
30대 여성,충청남도 서산시,5.8
60대 여성,충청남도 서산시,5.3
10대 남성,충청남도 서산시,3.7
10대 여성,충청남도 서산시,3.2
70대 이상 남성,충청남도 서산시,3.1
70대 이상 여성,충청남도 서산시,2.5
10대 미만 여성,충청남도 서산시,0.7
10대 미만 남성,충청남도 서산시,0.5
