업종중분류명,지역명,비율
음식,인천광역시 연수구,36.2
쇼핑,인천광역시 연수구,26.7
문화관광,인천광역시 연수구,19.2
숙박,인천광역시 연수구,9.6
레저스포츠,인천광역시 연수구,4.6
자연관광,인천광역시 연수구,1.7
기타관광,인천광역시 연수구,1.5
역사관광,인천광역시 연수구,0.5
체험관광,인천광역시 연수구,0.0
