업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,357062.0
쇼핑업,레저용품쇼핑,10101.0
쇼핑업,기타관광쇼핑,127730.0
숙박업,호텔,16007.0
숙박업,기타숙박,36606.0
식음료업,일반외식업,94075.0
식음료업,제과음료업,14092.0
여가서비스업,관광유원시설,584.0
여가서비스업,골프장,28654.0
여가서비스업,기타레저,3830.0
여가서비스업,문화서비스,672.0
운송업,육상운송,12764.0
의료웰니스업,의료관광,16359.0
의료웰니스업,뷰티,2882.0
