업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,51.1,2.9
쇼핑업,기타관광쇼핑,51.1,28.5
쇼핑업,대형쇼핑몰,51.1,68.6
숙박업,호텔,0.8,13.6
숙박업,캠핑장/펜션,0.8,5.6
숙박업,기타숙박,0.8,80.8
식음료업,일반외식업,24.6,82.7
식음료업,제과음료업,24.6,17.3
여가서비스업,관광유원시설,9.3,3.1
여가서비스업,골프장,9.3,79.6
여가서비스업,기타레저,9.3,12.4
여가서비스업,문화서비스,9.3,4.9
여행업,여행업,0.0,100.0
운송업,육상운송,13.2,100.0
운송업,렌터카,13.2,0.0
의료웰니스업,의료관광,0.9,17.7
의료웰니스업,뷰티,0.9,82.3
