기준연월,목적지 유형,목적지 검색량
202003,전체,418427
202003,숙박,12104
202003,음식,143847
202003,기타관광,88323
202003,쇼핑,76593
202003,자연관광,6077
202003,문화관광,46290
202003,역사관광,7582
202003,체험관광,869
202003,레저스포츠,36742
