유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
기타관광,교통시설,21.1,23.7
기타관광,기타관광,21.1,76.3
레저스포츠,기타레저스포츠,8.8,2.5
레저스포츠,수상레저스포츠,8.8,3.2
레저스포츠,육상레저스포츠,8.8,94.3
문화관광,기타문화관광지,11.1,1.7
문화관광,도시공원,11.1,52.5
문화관광,랜드마크관광,11.1,6.7
문화관광,복합관광시설,11.1,4.8
문화관광,테마공원,11.1,12.1
문화관광,레저스포츠시설,11.1,3.6
문화관광,공연시설,11.1,14.8
문화관광,전시시설,11.1,3.6
쇼핑,쇼핑몰,18.3,94.6
쇼핑,시장,18.3,2.4
쇼핑,기타쇼핑시설,18.3,3.0
숙박,기타숙박,2.9,0.0
숙박,모텔,2.9,25.7
숙박,펜션/민박,2.9,13.6
숙박,호스텔,2.9,3.2
숙박,호텔,2.9,13.1
숙박,캠핑,2.9,44.4
역사관광,역사유물,1.8,1.3
역사관광,역사유적지,1.8,46.7
역사관광,종교성지,1.8,52.1
음식,간이음식,34.4,10.4
음식,외국식,34.4,6.3
음식,음식점기타,34.4,0.3
음식,전문음식,34.4,16.8
음식,한식,34.4,32.7
음식,카페/찻집,34.4,33.5
자연관광,자연경관(하천/해양),1.5,34.5
자연관광,자연경관(산),1.5,45.2
자연관광,자연공원,1.5,20.3
체험관광,농/산/어촌체험,0.2,62.3
체험관광,웰니스관광,0.2,35.4
체험관광,공예체험,0.2,2.3
