기준연월,목적지 유형,목적지 검색량
202209,전체,699744
202209,숙박,32368
202209,음식,289300
202209,기타관광,93739
202209,쇼핑,115052
202209,자연관광,7868
202209,문화관광,84576
202209,역사관광,12258
202209,체험관광,2666
202209,레저스포츠,61917
