거리구분명,방문자수,방문자비율
30km 미만,1721426.0,42.98
30km 이상 70km 미만,1900276.0,47.45
70km 이상 140km 미만 ,170198.0,4.25
140km 이상 190km 미만,60515.0,1.51
190km 이상 240km 미만,30754.0,0.77
240km 이상 ,121765.0,3.04
