기준연월,목적지 유형,목적지 검색량
202110,전체,753766
202110,숙박,30717
202110,음식,284474
202110,기타관광,117296
202110,쇼핑,137345
202110,자연관광,10072
202110,문화관광,94173
202110,역사관광,13135
202110,체험관광,2225
202110,레저스포츠,64329
