업종중분류명,지역명,비율
음식,전라남도 무안군,28.6
기타관광,전라남도 무안군,25.0
쇼핑,전라남도 무안군,20.5
자연관광,전라남도 무안군,8.0
레저스포츠,전라남도 무안군,6.9
숙박,전라남도 무안군,5.1
문화관광,전라남도 무안군,5.1
역사관광,전라남도 무안군,0.7
체험관광,전라남도 무안군,0.1
