성/연령,지역명,비율
20대 남성,강원특별자치도 인제군,20.8
50대 남성,강원특별자치도 인제군,12.3
40대 남성,강원특별자치도 인제군,9.6
30대 남성,강원특별자치도 인제군,9.1
50대 여성,강원특별자치도 인제군,8.9
60대 남성,강원특별자치도 인제군,7.4
40대 여성,강원특별자치도 인제군,6.3
30대 여성,강원특별자치도 인제군,5.3
20대 여성,강원특별자치도 인제군,5.0
60대 여성,강원특별자치도 인제군,4.2
10대 남성,강원특별자치도 인제군,3.4
10대 여성,강원특별자치도 인제군,2.7
70대 이상 남성,강원특별자치도 인제군,2.1
70대 이상 여성,강원특별자치도 인제군,1.8
10대 미만 여성,강원특별자치도 인제군,0.7
10대 미만 남성,강원특별자치도 인제군,0.4
