업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,47.5,2.9
쇼핑업,기타관광쇼핑,47.5,37.7
쇼핑업,대형쇼핑몰,47.5,59.3
숙박업,호텔,0.9,9.3
숙박업,캠핑장/펜션,0.9,4.2
숙박업,기타숙박,0.9,86.5
식음료업,일반외식업,25.2,81.1
식음료업,제과음료업,25.2,18.9
여가서비스업,관광유원시설,10.6,1.6
여가서비스업,골프장,10.6,84.2
여가서비스업,기타레저,10.6,8.1
여가서비스업,문화서비스,10.6,6.2
여행업,여행업,0.0,100.0
운송업,렌터카,14.9,0.1
운송업,육상운송,14.9,99.9
의료웰니스업,의료관광,1.0,17.9
의료웰니스업,뷰티,1.0,82.1
