업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,261100.0
쇼핑업,레저용품쇼핑,3985.0
쇼핑업,기타관광쇼핑,119940.0
숙박업,캠핑장/펜션,60.0
숙박업,기타숙박,73605.0
식음료업,일반외식업,63390.0
식음료업,제과음료업,11844.0
여가서비스업,관광유원시설,364.0
여가서비스업,골프장,29029.0
여가서비스업,기타레저,4466.0
여가서비스업,문화서비스,884.0
운송업,육상운송,8198.0
의료웰니스업,의료관광,25258.0
의료웰니스업,뷰티,5311.0
