기준연월,업종대분류명,소비액(천원)
202107,전체,9.5523558E7
202107,숙박업,694094.0
202107,여행업,5907.0
202107,운송업,1.4456024E7
202107,쇼핑업,4.5623774E7
202107,여가서비스업,9262720.0
202107,의료웰니스업,969563.0
202107,식음료업,2.4511477E7
