기준연월,목적지 유형,목적지 검색량
202205,전체,764852
202205,숙박,34459
202205,음식,319894
202205,기타관광,101169
202205,쇼핑,115979
202205,자연관광,8832
202205,문화관광,100281
202205,역사관광,13137
202205,체험관광,2464
202205,레저스포츠,68637
