업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,3114,3604,-13.6,22368,29291,-23.6
레저스포츠,1947,2062,-5.6,22368,29291,-23.6
문화관광,2747,3254,-15.6,22368,29291,-23.6
쇼핑,277,5593,-95.0,22368,29291,-23.6
숙박,1019,1164,-12.5,22368,29291,-23.6
역사관광,538,555,-3.1,22368,29291,-23.6
음식,12322,12527,-1.6,22368,29291,-23.6
자연관광,301,430,-30.0,22368,29291,-23.6
체험관광,103,102,1.0,22368,29291,-23.6
