업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,128,170,-24.7,18742,19831,-5.5
레저스포츠,251,321,-21.8,18742,19831,-5.5
문화관광,2250,2012,11.8,18742,19831,-5.5
쇼핑,214,2322,-90.8,18742,19831,-5.5
숙박,1114,780,42.8,18742,19831,-5.5
역사관광,98,69,42.0,18742,19831,-5.5
음식,14663,14128,3.8,18742,19831,-5.5
자연관광,17,18,-5.6,18742,19831,-5.5
체험관광,7,11,-36.4,18742,19831,-5.5
