유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,간이음식,63.8,9.8
음식,음식점기타,63.8,0.3
음식,전문음식,63.8,18.9
음식,카페/찻집,63.8,26.7
음식,한식,63.8,33.6
음식,외국식,63.8,10.7
문화관광,기타문화관광지,11.0,10.9
문화관광,도시/지역문화관광,11.0,0.0
문화관광,도시공원,11.0,43.5
문화관광,랜드마크관광,11.0,3.0
문화관광,레저스포츠시설,11.0,1.9
문화관광,복합관광시설,11.0,5.3
문화관광,전시시설,11.0,8.1
문화관광,테마공원,11.0,3.4
문화관광,공연시설,11.0,24.0
기타관광,기타관광,10.3,100.0
레저스포츠,기타레저스포츠,6.4,2.8
레저스포츠,육상레저스포츠,6.4,92.0
레저스포츠,수상레저스포츠,6.4,5.2
숙박,캠핑,3.8,34.9
숙박,호텔,3.8,31.8
숙박,호스텔,3.8,0.1
숙박,펜션/민박,3.8,0.4
숙박,콘도미니엄,3.8,0.8
숙박,모텔,3.8,31.5
숙박,기타숙박,3.8,0.5
역사관광,역사유물,1.9,0.2
역사관광,역사유적지,1.9,31.4
역사관광,종교성지,1.9,68.4
자연관광,자연경관(산),1.2,54.7
자연관광,자연경관(하천/해양),1.2,5.6
자연관광,자연공원,1.2,39.8
쇼핑,시장,1.1,52.5
쇼핑,쇼핑몰,1.1,11.4
쇼핑,기타쇼핑시설,1.1,36.0
체험관광,농/산/어촌체험,0.5,92.4
체험관광,웰니스관광,0.5,7.6
