업종중분류명,업체명,방문자수,순위
음식,일산칼국수/본점,29.0,1
음식,포레스트아웃팅스/일산,25.0,2
음식,전민규의황제누룽지탕/일산본점,17.0,3
음식,설문커피,16.0,4
음식,본구이/일산점,15.0,5
음식,미덕원/일산점,14.0,6
음식,가나안덕/일산본점,13.0,7
음식,양수면옥,12.0,8
음식,맥도날드/중산DT점,11.0,9
음식,돈까스클럽/일산동구점,10.0,10
쇼핑,코스트코홀세일/일산점,126.0,1
쇼핑,라페스타,112.0,2
쇼핑,벨라시타,60.0,3
쇼핑,이마트/풍산점,49.0,4
쇼핑,뉴코아아울렛/일산점,39.0,5
쇼핑,롯데백화점/일산점,37.0,6
쇼핑,홈플러스/일산점,20.0,7
쇼핑,이마트/일산점,15.0,8
쇼핑,롯데아울렛/고양터미널점,14.0,9
쇼핑,홈플러스/고양터미널점,6.0,10
문화관광,일산호수공원,42.0,1
문화관광,CGV/일산,14.0,2
문화관광,고양아람누리,7.0,3
문화관광,롯데시네마/라페스타,7.0,4
문화관광,메가박스/백석,5.0,5
문화관광,중산체육공원,4.0,6
문화관광,백석근린공원,3.0,7
문화관광,두루미공원,3.0,8
문화관광,마크트할레,3.0,9
문화관광,고양아람누리새라새극장,2.0,10
