업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,114,87,31.0,17184,12717,35.1
레저스포츠,533,559,-4.7,17184,12717,35.1
문화관광,1084,635,70.7,17184,12717,35.1
쇼핑,8099,6070,33.4,17184,12717,35.1
숙박,251,235,6.8,17184,12717,35.1
역사관광,337,376,-10.4,17184,12717,35.1
음식,6728,4704,43.0,17184,12717,35.1
자연관광,2,4,-50.0,17184,12717,35.1
체험관광,36,47,-23.4,17184,12717,35.1
